"Date","Time (GMT)","Predicted (m)","Preliminary (m)","Verified (m)"
"2022/04/03","20:00","-0.547","-","-0.343"
"2022/04/03","21:00","-0.422","-","-0.193"
"2022/04/03","22:00","-0.241","-","-0.001"
"2022/04/03","23:00","-0.015","-","0.198"
"2022/04/04","00:00","0.242","-","0.448"
"2022/04/04","01:00","0.488","-","0.68"
"2022/04/04","02:00","0.642","-","0.811"
"2022/04/04","03:00","0.628","-","0.8"
"2022/04/04","04:00","0.432","-","0.613"
"2022/04/04","05:00","0.107","-","0.258"
"2022/04/04","06:00","-0.231","-","-0.082"
"2022/04/04","07:00","-0.463","-","-0.343"
"2022/04/04","08:00","-0.543","-","-0.407"
"2022/04/04","09:00","-0.506","-","-0.367"
"2022/04/04","10:00","-0.399","-","-0.283"
"2022/04/04","11:00","-0.236","-","-0.159"
"2022/04/04","12:00","-0.022","-","0.057"
"2022/04/04","13:00","0.216","-","0.296"
"2022/04/04","14:00","0.406","-","0.483"
"2022/04/04","15:00","0.461","-","0.506"
"2022/04/04","16:00","0.34","-","0.371"
"2022/04/04","17:00","0.075","-","0.141"
"2022/04/04","18:00","-0.238","-","-0.155"
"2022/04/04","19:00","-0.471","-","-0.403"
"2022/04/04","20:00","-0.539","-","-0.439"
"2022/04/04","21:00","-0.46","-","-0.329"
"2022/04/04","22:00","-0.305","-","-0.182"
"2022/04/04","23:00","-0.119","-","0.012"
"2022/04/05","00:00","0.086","-","0.22"
"2022/04/05","01:00","0.3","-","0.394"
"2022/04/05","02:00","0.484","-","0.553"
"2022/04/05","03:00","0.569","-","0.625"
"2022/04/05","04:00","0.505","-","0.583"
"2022/04/05","05:00","0.295","-","0.373"
"2022/04/05","06:00","-0.005","-","0.054"
"2022/04/05","07:00","-0.289","-","-0.262"
"2022/04/05","08:00","-0.456","-","-0.411"
"2022/04/05","09:00","-0.482","-","-0.403"
"2022/04/05","10:00","-0.416","-","-0.347"
"2022/04/05","11:00","-0.303","-","-0.248"
"2022/04/05","12:00","-0.154","-","-0.102"
"2022/04/05","13:00","0.033","-","0.098"
"2022/04/05","14:00","0.227","-","0.301"
"2022/04/05","15:00","0.361","-","0.424"
"2022/04/05","16:00","0.366","-","0.382"
"2022/04/05","17:00","0.222","-","0.234"
"2022/04/05","18:00","-0.03","-","-0.025"
"2022/04/05","19:00","-0.299","-","-0.294"
"2022/04/05","20:00","-0.465","-","-0.436"
"2022/04/05","21:00","-0.47","-","-0.406"
"2022/04/05","22:00","-0.355","-","-0.307"
"2022/04/05","23:00","-0.196","-","-0.16"
"2022/04/06","00:00","-0.028","-","0.022"
"2022/04/06","01:00","0.144","-","0.205"
"2022/04/06","02:00","0.312","-","0.381"
"2022/04/06","03:00","0.438","-","0.536"
"2022/04/06","04:00","0.471","-","0.59"
"2022/04/06","05:00","0.38","-","0.45"
"2022/04/06","06:00","0.175","-","0.241"
"2022/04/06","07:00","-0.087","-","-0.034"
"2022/04/06","08:00","-0.31","-","-0.25"
"2022/04/06","09:00","-0.413","-","-0.257"
"2022/04/06","10:00","-0.399","-","-0.21"
"2022/04/06","11:00","-0.327","-","-0.172"
"2022/04/06","12:00","-0.228","-","-0.083"
"2022/04/06","13:00","-0.099","-","0.09"
"2022/04/06","14:00","0.06","-","0.267"
"2022/04/06","15:00","0.216","-","0.457"
"2022/04/06","16:00","0.305","-","0.573"
"2022/04/06","17:00","0.278","-","0.474"
"2022/04/06","18:00","0.126","-","0.252"
"2022/04/06","19:00","-0.104","-","-0.019"
"2022/04/06","20:00","-0.321","-","-0.216"
"2022/04/06","21:00","-0.422","-","-0.225"
"2022/04/06","22:00","-0.383","-","-0.145"
"2022/04/06","23:00","-0.261","-","-0.082"
"2022/04/07","00:00","-0.121","-","0.004"
"2022/04/07","01:00","0.019","-","0.177"
"2022/04/07","02:00","0.159","-","0.33"
"2022/04/07","03:00","0.289","-","0.502"
"2022/04/07","04:00","0.374","-","0.626"
"2022/04/07","05:00","0.374","-","0.621"
"2022/04/07","06:00","0.271","-","0.493"
"2022/04/07","07:00","0.084","-","0.175"
"2022/04/07","08:00","-0.132","-","-0.042"
"2022/04/07","09:00","-0.292","-","-0.149"
"2022/04/07","10:00","-0.346","-","-0.129"
"2022/04/07","11:00","-0.32","-","-0.135"
"2022/04/07","12:00","-0.262","-","-0.053"
"2022/04/07","13:00","-0.183","-","0.033"
"2022/04/07","14:00","-0.071","-","0.146"
"2022/04/07","15:00","0.068","-","0.268"
"2022/04/07","16:00","0.196","-","0.414"
"2022/04/07","17:00","0.256","-","0.442"
"2022/04/07","18:00","0.208","-","0.394"
"2022/04/07","19:00","0.057","-","0.221"
"2022/04/07","20:00","-0.142","-","0.038"
"2022/04/07","21:00","-0.306","-","-0.12"
"2022/04/07","22:00","-0.361","-","-0.082"
"2022/04/07","23:00","-0.306","-","0.01"
"2022/04/08","00:00","-0.202","-","0.112"
"2022/04/08","01:00","-0.089","-","0.244"
"2022/04/08","02:00","0.027","-","0.406"
"2022/04/08","03:00","0.147","-","0.569"
"2022/04/08","04:00","0.254","-","0.723"
"2022/04/08","05:00","0.315","-","0.77"
"2022/04/08","06:00","0.296","-","0.769"
"2022/04/08","07:00","0.191","-","0.646"
"2022/04/08","08:00","0.03","-","0.488"
"2022/04/08","09:00","-0.137","-","0.305"
"2022/04/08","10:00","-0.25","-","0.225"
"2022/04/08","11:00","-0.285","-","0.151"
"2022/04/08","12:00","-0.27","-","0.116"
"2022/04/08","13:00","-0.233","-","0.13"
"2022/04/08","14:00","-0.168","-","0.209"
"2022/04/08","15:00","-0.062","-","0.264"
"2022/04/08","16:00","0.071","-","0.384"
"2022/04/08","17:00","0.185","-","0.468"
"2022/04/08","18:00","0.224","-","0.477"
"2022/04/08","19:00","0.162","-","0.373"
"2022/04/08","20:00","0.022","-","0.219"
"2022/04/08","21:00","-0.145","-","0.038"
"2022/04/08","22:00","-0.271","-","-0.054"
"2022/04/08","23:00","-0.307","-","-0.08"
"2022/04/09","00:00","-0.265","-","-0.03"
"2022/04/09","01:00","-0.187","-","0.05"
"2022/04/09","02:00","-0.095","-","0.129"
"2022/04/09","03:00","0.011","-","0.224"
"2022/04/09","04:00","0.126","-","0.347"
"2022/04/09","05:00","0.227","-","0.479"
"2022/04/09","06:00","0.275","-","0.553"
"2022/04/09","07:00","0.244","-","0.558"
"2022/04/09","08:00","0.148","-","0.379"
"2022/04/09","09:00","0.015","-","0.174"
"2022/04/09","10:00","-0.119","-","0.059"
"2022/04/09","11:00","-0.213","-","0.003"
"2022/04/09","12:00","-0.254","-","-0.022"
"2022/04/09","13:00","-0.259","-","0"
"2022/04/09","14:00","-0.237","-","0.069"
"2022/04/09","15:00","-0.172","-","0.093"
"2022/04/09","16:00","-0.056","-","0.197"
"2022/04/09","17:00","0.083","-","0.324"
"2022/04/09","18:00","0.19","-","0.452"
"2022/04/09","19:00","0.214","-","0.479"
"2022/04/09","20:00","0.148","-","0.388"
"2022/04/09","21:00","0.022","-","0.251"
"2022/04/09","22:00","-0.125","-","0.057"
"2022/04/09","23:00","-0.24","-","-0.09"
"2022/04/10","00:00","-0.286","-","-0.12"
"2022/04/10","01:00","-0.266","-","-0.122"
"2022/04/10","02:00","-0.21","-","-0.019"
"2022/04/10","03:00","-0.125","-","0.09"
"2022/04/10","04:00","-0.011","-","0.152"
"2022/04/10","05:00","0.117","-","0.248"
"2022/04/10","06:00","0.22","-","0.357"
"2022/04/10","07:00","0.26","-","0.434"
"2022/04/10","08:00","0.228","-","0.435"
"2022/04/10","09:00","0.144","-","0.331"
"2022/04/10","10:00","0.025","-","0.155"
"2022/04/10","11:00","-0.105","-","-0.017"
"2022/04/10","12:00","-0.209","-","-0.108"
"2022/04/10","13:00","-0.267","-","-0.132"
"2022/04/10","14:00","-0.287","-","-0.122"
"2022/04/10","15:00","-0.264","-","-0.097"
"2022/04/10","16:00","-0.179","-","-0.012"
"2022/04/10","17:00","-0.039","-","0.131"
"2022/04/10","18:00","0.113","-","0.287"
"2022/04/10","19:00","0.217","-","0.389"
"2022/04/10","20:00","0.235","-","0.399"
"2022/04/10","21:00","0.171","-","0.269"
"2022/04/10","22:00","0.048","-","0.109"
"2022/04/10","23:00","-0.105","-","-0.051"
"2022/04/11","00:00","-0.238","-","-0.164"
"2022/04/11","01:00","-0.304","-","-0.199"
"2022/04/11","02:00","-0.305","-","-0.194"
"2022/04/11","03:00","-0.256","-","-0.159"
"2022/04/11","04:00","-0.159","-","-0.097"
"2022/04/11","05:00","-0.021","-","-0.049"
"2022/04/11","06:00","0.126","-","0.065"
"2022/04/11","07:00","0.236","-","0.215"
"2022/04/11","08:00","0.278","-","0.287"
"2022/04/11","09:00","0.25","-","0.257"
"2022/04/11","10:00","0.165","-","0.137"
"2022/04/11","11:00","0.032","-","-0.042"
"2022/04/11","12:00","-0.123","-","-0.192"
"2022/04/11","13:00","-0.249","-","-0.28"
"2022/04/11","14:00","-0.322","-","-0.263"
"2022/04/11","15:00","-0.34","-","-0.231"
"2022/04/11","16:00","-0.295","-","-0.185"
"2022/04/11","17:00","-0.175","-","-0.062"
"2022/04/11","18:00","-0.003","-","0.098"
"2022/04/11","19:00","0.166","-","0.258"
"2022/04/11","20:00","0.275","-","0.382"
"2022/04/11","21:00","0.294","-","0.363"
"2022/04/11","22:00","0.223","-","0.343"
"2022/04/11","23:00","0.077","-","0.216"
"2022/04/12","00:00","-0.11","-","0.04"
"2022/04/12","01:00","-0.273","-","-0.179"
"2022/04/12","02:00","-0.36","-","-0.324"
"2022/04/12","03:00","-0.368","-","-0.29"
"2022/04/12","04:00","-0.308","-","-0.199"
"2022/04/12","05:00","-0.184","-","-0.06"
"2022/04/12","06:00","-0.015","-","0.109"
"2022/04/12","07:00","0.155","-","0.232"
"2022/04/12","08:00","0.281","-","0.326"
"2022/04/12","09:00","0.332","-","0.398"
"2022/04/12","10:00","0.298","-","0.333"
"2022/04/12","11:00","0.185","-","0.232"
"2022/04/12","12:00","0.008","-","0.045"
"2022/04/12","13:00","-0.185","-","-0.064"
"2022/04/12","14:00","-0.33","-","-0.222"
"2022/04/12","15:00","-0.401","-","-0.3"
"2022/04/12","16:00","-0.398","-","-0.27"
"2022/04/12","17:00","-0.312","-","-0.248"
"2022/04/12","18:00","-0.149","-","-0.161"
"2022/04/12","19:00","0.057","-","0.062"
"2022/04/12","20:00","0.249","-","0.303"
"2022/04/12","21:00","0.371","-","0.431"
"2022/04/12","22:00","0.384","-","0.459"
"2022/04/12","23:00","0.281","-","0.328"
"2022/04/13","00:00","0.083","-","0.14"
"2022/04/13","01:00","-0.153","-","-0.139"
"2022/04/13","02:00","-0.345","-","-0.343"
"2022/04/13","03:00","-0.44","-","-0.423"
"2022/04/13","04:00","-0.438","-","-0.364"
"2022/04/13","05:00","-0.351","-","-0.233"
"2022/04/13","06:00","-0.193","-","-0.113"
"2022/04/13","07:00","0.008","-","0.07"
"2022/04/13","08:00","0.209","-","0.247"
"2022/04/13","09:00","0.358","-","0.394"
"2022/04/13","10:00","0.41","-","0.457"
"2022/04/13","11:00","0.345","-","0.376"
"2022/04/13","12:00","0.175","-","0.202"
"2022/04/13","13:00","-0.06","-","0.003"
"2022/04/13","14:00","-0.287","-","-0.249"
"2022/04/13","15:00","-0.435","-","-0.382"
"2022/04/13","16:00","-0.483","-","-0.402"
"2022/04/13","17:00","-0.438","-","-0.331"
"2022/04/13","18:00","-0.306","-","-0.205"
"2022/04/13","19:00","-0.098","-","-0.002"
"2022/04/13","20:00","0.148","-","0.234"
"2022/04/13","21:00","0.37","-","0.46"
"2022/04/13","22:00","0.497","-","0.592"
"2022/04/13","23:00","0.479","-","0.583"
"2022/04/14","00:00","0.316","-","0.42"
"2022/04/14","01:00","0.052","-","0.176"
"2022/04/14","02:00","-0.232","-","-0.109"
"2022/04/14","03:00","-0.441","-","-0.317"
"2022/04/14","04:00","-0.526","-","-0.44"
"2022/04/14","05:00","-0.498","-","-0.35"
"2022/04/14","06:00","-0.38","-","-0.242"
"2022/04/14","07:00","-0.188","-","-0.034"
"2022/04/14","08:00","0.052","-","0.161"
"2022/04/14","09:00","0.29","-","0.424"
"2022/04/14","10:00","0.455","-","0.587"
"2022/04/14","11:00","0.485","-","0.587"
"2022/04/14","12:00","0.363","-","0.462"
"2022/04/14","13:00","0.123","-","0.227"
"2022/04/14","14:00","-0.167","-","-0.067"
"2022/04/14","15:00","-0.411","-","-0.279"
"2022/04/14","16:00","-0.538","-","-0.381"
"2022/04/14","17:00","-0.543","-","-0.378"
"2022/04/14","18:00","-0.451","-","-0.28"
"2022/04/14","19:00","-0.271","-","-0.122"
"2022/04/14","20:00","-0.016","-","0.133"
"2022/04/14","21:00","0.274","-","0.418"
"2022/04/14","22:00","0.518","-","0.7"
"2022/04/14","23:00","0.626","-","0.821"
"2022/04/15","00:00","0.551","-","0.757"
"2022/04/15","01:00","0.313","-","0.502"
"2022/04/15","02:00","-0.017","-","0.118"
"2022/04/15","03:00","-0.335","-","-0.224"
"2022/04/15","04:00","-0.539","-","-0.432"
"2022/04/15","05:00","-0.597","-","-0.419"
"2022/04/15","06:00","-0.54","-","-0.36"
"2022/04/15","07:00","-0.392","-","-0.22"
"2022/04/15","08:00","-0.164","-","0.037"
"2022/04/15","09:00","0.119","-","0.223"
"2022/04/15","10:00","0.388","-","0.48"
"2022/04/15","11:00","0.548","-","0.606"
"2022/04/15","12:00","0.531","-","0.61"
"2022/04/15","13:00","0.338","-","0.527"
"2022/04/15","14:00","0.03","-","0.201"
"2022/04/15","15:00","-0.297","-","-0.138"
"2022/04/15","16:00","-0.531","-","-0.451"
"2022/04/15","17:00","-0.616","-","-0.572"
"2022/04/15","18:00","-0.571","-","-0.474"
"2022/04/15","19:00","-0.432","-","-0.323"
"2022/04/15","20:00","-0.205","-","-0.022"
"2022/04/15","21:00","0.099","-","0.277"
"2022/04/15","22:00","0.422","-","0.591"
"2022/04/15","23:00","0.664","-","0.773"
"2022/04/16","00:00","0.728","-","0.807"
"2022/04/16","01:00","0.581","-","0.672"
"2022/04/16","02:00","0.267","-","0.401"
"2022/04/16","03:00","-0.115","-","0.031"
"2022/04/16","04:00","-0.441","-","-0.32"
"2022/04/16","05:00","-0.619","-","-0.49"
"2022/04/16","06:00","-0.645","-","-0.538"
"2022/04/16","07:00","-0.561","-","-0.453"
"2022/04/16","08:00","-0.383","-","-0.264"
"2022/04/16","09:00","-0.116","-","0.021"
"2022/04/16","10:00","0.202","-","0.318"
"2022/04/16","11:00","0.48","-","0.57"
"2022/04/16","12:00","0.611","-","0.68"
"2022/04/16","13:00","0.534","-","0.643"
"2022/04/16","14:00","0.272","-","0.39"
"2022/04/16","15:00","-0.088","-","0.033"
"2022/04/16","16:00","-0.422","-","-0.31"
"2022/04/16","17:00","-0.621","-","-0.56"
"2022/04/16","18:00","-0.654","-","-0.593"
"2022/04/16","19:00","-0.562","-","-0.477"
"2022/04/16","20:00","-0.38","-","-0.273"
"2022/04/16","21:00","-0.109","-","0.02"
"2022/04/16","22:00","0.231","-","0.377"
"2022/04/16","23:00","0.565","-","0.697"
"2022/04/17","00:00","0.778","-","0.906"
"2022/04/17","01:00","0.782","-","0.91"
"2022/04/17","02:00","0.563","-","0.651"
"2022/04/17","03:00","0.189","-","0.248"
"2022/04/17","04:00","-0.217","-","-0.171"
"2022/04/17","05:00","-0.526","-","-0.496"
"2022/04/17","06:00","-0.669","-","-0.646"
"2022/04/17","07:00","-0.664","-","-0.585"
"2022/04/17","08:00","-0.555","-","-0.428"
"2022/04/17","09:00","-0.349","-","-0.243"
"2022/04/17","10:00","-0.052","-","0.047"
"2022/04/17","11:00","0.28","-","0.393"
"2022/04/17","12:00","0.545","-","0.593"
"2022/04/17","13:00","0.632","-","0.632"
"2022/04/17","14:00","0.495","-","0.511"
"2022/04/17","15:00","0.179","-","0.237"
"2022/04/17","16:00","-0.204","-","-0.138"
"2022/04/17","17:00","-0.519","-","-0.483"
"2022/04/17","18:00","-0.669","-","-0.653"
"2022/04/17","19:00","-0.652","-","-0.642"
"2022/04/17","20:00","-0.518","-","-0.61"
"2022/04/17","21:00","-0.299","-","-0.416"
"2022/04/17","22:00","0.001","-","-0.071"
"2022/04/17","23:00","0.352","-","0.3"
"2022/04/18","00:00","0.67","-","0.67"
"2022/04/18","01:00","0.841","-","0.819"
"2022/04/18","02:00","0.783","-","0.772"
"2022/04/18","03:00","0.506","-","0.486"
"2022/04/18","04:00","0.1","-","0.061"
"2022/04/18","05:00","-0.301","-","-0.347"
"2022/04/18","06:00","-0.578","-","-0.609"
"2022/04/18","07:00","-0.683","-","-0.677"
"2022/04/18","08:00","-0.65","-","-0.673"
"2022/04/18","09:00","-0.518","-","-0.54"
"2022/04/18","10:00","-0.294","-","-0.317"
"2022/04/18","11:00","0.01","-","-0.035"
"2022/04/18","12:00","0.334","-","0.29"
"2022/04/18","13:00","0.571","-","0.498"
"2022/04/18","14:00","0.612","-","0.563"
"2022/04/18","15:00","0.427","-","0.415"
"2022/04/18","16:00","0.082","-","0.074"
"2022/04/18","17:00","-0.295","-","-0.285"
"2022/04/18","18:00","-0.573","-","-0.609"
"2022/04/18","19:00","-0.674","-","-0.653"
"2022/04/18","20:00","-0.611","-","-0.583"
"2022/04/18","21:00","-0.446","-","-0.438"
"2022/04/18","22:00","-0.208","-","-0.178"
"2022/04/18","23:00","0.096","-","0.131"
"2022/04/19","00:00","0.433","-","0.434"
"2022/04/19","01:00","0.721","-","0.795"
"2022/04/19","02:00","0.846","-","0.94"
"2022/04/19","03:00","0.741","-","0.918"
"2022/04/19","04:00","0.431","-","0.668"
"2022/04/19","05:00","0.022","-","0.265"
"2022/04/19","06:00","-0.354","-","-0.076"
"2022/04/19","07:00","-0.589","-","-0.122"
"2022/04/19","08:00","-0.656","-","-0.03"
"2022/04/19","09:00","-0.599","-","0.209"
"2022/04/19","10:00","-0.459","-","0.401"
"2022/04/19","11:00","-0.24","-","0.504"
"2022/04/19","12:00","0.052","-","0.574"
"2022/04/19","13:00","0.356","-","0.752"
"2022/04/19","14:00","0.561","-","0.874"
"2022/04/19","15:00","0.566","-","0.861"
"2022/04/19","16:00","0.353","-","0.606"
"2022/04/19","17:00","0.005","-","0.276"
"2022/04/19","18:00","-0.35","-","-0.124"
"2022/04/19","19:00","-0.585","-","-0.459"
"2022/04/19","20:00","-0.637","-","-0.551"
"2022/04/19","21:00","-0.54","-","-0.49"
"2022/04/19","22:00","-0.363","-","-0.318"
"2022/04/19","23:00","-0.133","-","-0.051"
"2022/04/20","00:00","0.15","-","0.259"
"2022/04/20","01:00","0.462","-","0.539"
"2022/04/20","02:00","0.717","-","0.805"
"2022/04/20","03:00","0.806","-","0.952"
"2022/04/20","04:00","0.674","-","0.841"
"2022/04/20","05:00","0.36","-","0.518"
"2022/04/20","06:00","-0.03","-","0.081"
"2022/04/20","07:00","-0.369","-","-0.312"
"2022/04/20","08:00","-0.56","-","-0.547"
"2022/04/20","09:00","-0.592","-","-0.621"
"2022/04/20","10:00","-0.526","-","-0.594"
"2022/04/20","11:00","-0.399","-","-0.494"
"2022/04/20","12:00","-0.202","-","-0.284"
"2022/04/20","13:00","0.067","-","-0.027"
"2022/04/20","14:00","0.348","-","0.212"
"2022/04/20","15:00","0.528","-","0.35"
"2022/04/20","16:00","0.512","-","0.346"
"2022/04/20","17:00","0.294","-","0.174"
"2022/04/20","18:00","-0.041","-","-0.119"
"2022/04/20","19:00","-0.365","-","-0.44"
"2022/04/20","20:00","-0.555","-","-0.616"
"2022/04/20","21:00","-0.567","-","-0.667"
"2022/04/20","22:00","-0.456","-","-0.592"
"2022/04/20","23:00","-0.295","-","-0.453"
"2022/04/21","00:00","-0.097","-","-0.229"
"2022/04/21","01:00","0.156","-","0.036"
"2022/04/21","02:00","0.44","-","0.322"
"2022/04/21","03:00","0.671","-","0.536"
"2022/04/21","04:00","0.742","-","0.595"
"2022/04/21","05:00","0.606","-","0.468"
"2022/04/21","06:00","0.306","-","0.159"
"2022/04/21","07:00","-0.054","-","-0.179"
"2022/04/21","08:00","-0.348","-","-0.397"
"2022/04/21","09:00","-0.494","-","-0.568"
"2022/04/21","10:00","-0.507","-","-0.575"
"2022/04/21","11:00","-0.454","-","-0.583"
"2022/04/21","12:00","-0.358","-","-0.525"
"2022/04/21","13:00","-0.189","-","-0.325"
"2022/04/21","14:00","0.06","-","-0.034"
"2022/04/21","15:00","0.325","-","0.268"
"2022/04/21","16:00","0.491","-","0.434"
"2022/04/21","17:00","0.47","-","0.401"
"2022/04/21","18:00","0.259","-","0.18"
"2022/04/21","19:00","-0.054","-","-0.166"
"2022/04/21","20:00","-0.341","-","-0.422"
"2022/04/21","21:00","-0.489","-","-0.574"
"2022/04/21","22:00","-0.481","-","-0.491"
"2022/04/21","23:00","-0.386","-","-0.341"
"2022/04/22","00:00","-0.263","-","-0.197"
"2022/04/22","01:00","-0.104","-","-0.074"
"2022/04/22","02:00","0.121","-","0.073"
"2022/04/22","03:00","0.386","-","0.321"
"2022/04/22","04:00","0.605","-","0.548"
"2022/04/22","05:00","0.674","-","0.661"
"2022/04/22","06:00","0.548","-","0.583"
"2022/04/22","07:00","0.272","-","0.294"
"2022/04/22","08:00","-0.049","-","-0.065"
"2022/04/22","09:00","-0.297","-","-0.332"
"2022/04/22","10:00","-0.411","-","-0.455"
"2022/04/22","11:00","-0.428","-","-0.49"
"2022/04/22","12:00","-0.406","-","-0.484"
"2022/04/22","13:00","-0.342","-","-0.413"
"2022/04/22","14:00","-0.195","-","-0.239"
"2022/04/22","15:00","0.042","-","0.005"
"2022/04/22","16:00","0.301","-","0.212"
"2022/04/22","17:00","0.466","-","0.335"
"2022/04/22","18:00","0.449","-","0.304"
"2022/04/22","19:00","0.252","-","0.153"
"2022/04/22","20:00","-0.033","-","-0.077"
"2022/04/22","21:00","-0.282","-","-0.323"
"2022/04/22","22:00","-0.405","-","-0.451"
"2022/04/22","23:00","-0.404","-","-0.452"
"2022/04/23","00:00","-0.348","-","-0.386"
"2022/04/23","01:00","-0.271","-","-0.319"
"2022/04/23","02:00","-0.145","-","-0.178"
"2022/04/23","03:00","0.062","-","0.025"
"2022/04/23","04:00","0.321","-","0.287"
"2022/04/23","05:00","0.541","-","0.487"
"2022/04/23","06:00","0.616","-","0.541"
"2022/04/23","07:00","0.506","-","0.428"
"2022/04/23","08:00","0.26","-","0.199"
"2022/04/23","09:00","-0.019","-","-0.09"
"2022/04/23","10:00","-0.232","-","-0.302"
"2022/04/23","11:00","-0.34","-","-0.392"
"2022/04/23","12:00","-0.38","-","-0.445"
"2022/04/23","13:00","-0.39","-","-0.452"
"2022/04/23","14:00","-0.35","-","-0.43"
"2022/04/23","15:00","-0.211","-","-0.311"
"2022/04/23","16:00","0.029","-","-0.053"
"2022/04/23","17:00","0.293","-","0.228"
"2022/04/23","18:00","0.461","-","0.379"
"2022/04/23","19:00","0.451","-","0.386"
"2022/04/23","20:00","0.275","-","0.237"
"2022/04/23","21:00","0.021","-","-0.011"
"2022/04/23","22:00","-0.205","-","-0.253"
"2022/04/23","23:00","-0.329","-","-0.395"
"2022/04/24","00:00","-0.359","-","-0.409"
"2022/04/24","01:00","-0.347","-","-0.35"
"2022/04/24","02:00","-0.308","-","-0.296"
"2022/04/24","03:00","-0.201","-","-0.201"
"2022/04/24","04:00","0.002","-","-0.017"
"2022/04/24","05:00","0.265","-","0.221"
"2022/04/24","06:00","0.489","-","0.431"
"2022/04/24","07:00","0.572","-","0.532"
"2022/04/24","08:00","0.483","-","0.448"
"2022/04/24","09:00","0.27","-","0.257"
"2022/04/24","10:00","0.019","-","0.015"
"2022/04/24","11:00","-0.185","-","-0.211"
"2022/04/24","12:00","-0.306","-","-0.37"
"2022/04/24","13:00","-0.372","-","-0.406"
"2022/04/24","14:00","-0.403","-","-0.419"
"2022/04/24","15:00","-0.367","-","-0.327"
"2022/04/24","16:00","-0.219","-","-0.127"
"2022/04/24","17:00","0.034","-","0.131"
"2022/04/24","18:00","0.305","-","0.378"
"2022/04/24","19:00","0.477","-","0.535"
"2022/04/24","20:00","0.48","-","0.491"
"2022/04/24","21:00","0.328","-","0.342"
"2022/04/24","22:00","0.092","-","0.154"
"2022/04/24","23:00","-0.135","-","-0.059"
"2022/04/25","00:00","-0.283","-","-0.242"
"2022/04/25","01:00","-0.351","-","-0.351"
"2022/04/25","02:00","-0.376","-","-0.368"
"2022/04/25","03:00","-0.358","-","-0.333"
"2022/04/25","04:00","-0.253","-","-0.234"
"2022/04/25","05:00","-0.042","-","-0.043"
"2022/04/25","06:00","0.228","-","0.234"
"2022/04/25","07:00","0.455","-","0.476"
"2022/04/25","08:00","0.549","-","0.576"
"2022/04/25","09:00","0.482","-","0.526"
"2022/04/25","10:00","0.288","-","0.317"
"2022/04/25","11:00","0.039","-","0.052"
"2022/04/25","12:00","-0.176","-","-0.216"
"2022/04/25","13:00","-0.317","-","-0.326"
"2022/04/25","14:00","-0.398","-","-0.333"
"2022/04/25","15:00","-0.43","-","-0.357"
"2022/04/25","16:00","-0.378","-","-0.288"
"2022/04/25","17:00","-0.207","-","-0.137"
"2022/04/25","18:00","0.061","-","0.098"
"2022/04/25","19:00","0.338","-","0.419"
"2022/04/25","20:00","0.517","-","0.606"
"2022/04/25","21:00","0.537","-","0.621"
"2022/04/25","22:00","0.397","-","0.516"
"2022/04/25","23:00","0.154","-","0.302"
"2022/04/26","00:00","-0.097","-","0.045"
"2022/04/26","01:00","-0.277","-","-0.215"
"2022/04/26","02:00","-0.376","-","-0.301"
"2022/04/26","03:00","-0.421","-","-0.297"
"2022/04/26","04:00","-0.402","-","-0.219"
"2022/04/26","05:00","-0.285","-","-0.106"
"2022/04/26","06:00","-0.063","-","0.093"
"2022/04/26","07:00","0.211","-","0.326"
"2022/04/26","08:00","0.445","-","0.514"
"2022/04/26","09:00","0.551","-","0.611"
"2022/04/26","10:00","0.494","-","0.57"
"2022/04/26","11:00","0.291","-","0.385"
"2022/04/26","12:00","0.021","-","0.096"
"2022/04/26","13:00","-0.214","-","-0.166"
"2022/04/26","14:00","-0.364","-","-0.333"
"2022/04/26","15:00","-0.441","-","-0.367"
"2022/04/26","16:00","-0.451","-","-0.331"
"2022/04/26","17:00","-0.367","-","-0.25"
"2022/04/26","18:00","-0.17","-","-0.072"
"2022/04/26","19:00","0.11","-","0.187"
"2022/04/26","20:00","0.395","-","0.453"
"2022/04/26","21:00","0.585","-","0.624"
"2022/04/26","22:00","0.609","-","0.67"
"2022/04/26","23:00","0.455","-","0.534"
"2022/04/27","00:00","0.181","-","0.284"
"2022/04/27","01:00","-0.104","-","0.016"
"2022/04/27","02:00","-0.309","-","-0.21"
"2022/04/27","03:00","-0.422","-","-0.332"
"2022/04/27","04:00","-0.464","-","-0.324"
"2022/04/27","05:00","-0.428","-","-0.228"
"2022/04/27","06:00","-0.294","-","-0.131"
"2022/04/27","07:00","-0.061","-","0.1"
"2022/04/27","08:00","0.222","-","0.38"
"2022/04/27","09:00","0.463","-","0.593"
"2022/04/27","10:00","0.571","-","0.65"
"2022/04/27","11:00","0.495","-","0.562"
"2022/04/27","12:00","0.259","-","0.34"
"2022/04/27","13:00","-0.041","-","0.049"
"2022/04/27","14:00","-0.289","-","-0.201"
"2022/04/27","15:00","-0.43","-","-0.359"
"2022/04/27","16:00","-0.479","-","-0.374"
"2022/04/27","17:00","-0.45","-","-0.312"
"2022/04/27","18:00","-0.33","-","-0.194"
"2022/04/27","19:00","-0.11","-","0.052"
"2022/04/27","20:00","0.185","-","0.309"
"2022/04/27","21:00","0.48","-","0.551"
"2022/04/27","22:00","0.667","-","0.695"
"2022/04/27","23:00","0.669","-","0.662"
"2022/04/28","00:00","0.475","-","0.486"
"2022/04/28","01:00","0.159","-","0.195"
