"Date","Time (GMT)","Predicted (m)","Preliminary (m)","Verified (m)"
"2022/04/25","06:00","-0.072","-","0.143"
"2022/04/25","07:00","0.062","-","0.266"
"2022/04/25","08:00","0.189","-","0.386"
"2022/04/25","09:00","0.27","-","0.463"
"2022/04/25","10:00","0.263","-","0.469"
"2022/04/25","11:00","0.177","-","0.364"
"2022/04/25","12:00","0.059","-","0.216"
"2022/04/25","13:00","-0.063","-","0.08"
"2022/04/25","14:00","-0.183","-","-0.054"
"2022/04/25","15:00","-0.273","-","-0.136"
"2022/04/25","16:00","-0.29","-","-0.152"
"2022/04/25","17:00","-0.227","-","-0.09"
"2022/04/25","18:00","-0.122","-","0.039"
"2022/04/25","19:00","-0.002","-","0.167"
"2022/04/25","20:00","0.124","-","0.272"
"2022/04/25","21:00","0.23","-","0.371"
"2022/04/25","22:00","0.268","-","0.419"
"2022/04/25","23:00","0.216","-","0.364"
"2022/04/26","00:00","0.11","-","0.225"
"2022/04/26","01:00","-0.015","-","0.094"
"2022/04/26","02:00","-0.146","-","-0.035"
"2022/04/26","03:00","-0.266","-","-0.14"
"2022/04/26","04:00","-0.328","-","-0.182"
"2022/04/26","05:00","-0.299","-","-0.157"
"2022/04/26","06:00","-0.202","-","-0.05"
"2022/04/26","07:00","-0.075","-","0.101"
"2022/04/26","08:00","0.066","-","0.221"
"2022/04/26","09:00","0.202","-","0.335"
"2022/04/26","10:00","0.284","-","0.412"
"2022/04/26","11:00","0.271","-","0.399"
"2022/04/26","12:00","0.179","-","0.287"
"2022/04/26","13:00","0.054","-","0.144"
"2022/04/26","14:00","-0.079","-","0.012"
"2022/04/26","15:00","-0.211","-","-0.11"
"2022/04/26","16:00","-0.306","-","-0.198"
"2022/04/26","17:00","-0.32","-","-0.217"
"2022/04/26","18:00","-0.253","-","-0.152"
"2022/04/26","19:00","-0.142","-","-0.018"
"2022/04/26","20:00","-0.009","-","0.125"
"2022/04/26","21:00","0.135","-","0.237"
"2022/04/26","22:00","0.255","-","0.339"
"2022/04/26","23:00","0.295","-","0.396"
"2022/04/27","00:00","0.241","-","0.35"
"2022/04/27","01:00","0.129","-","0.209"
"2022/04/27","02:00","-0.005","-","0.067"
"2022/04/27","03:00","-0.147","-","-0.058"
"2022/04/27","04:00","-0.273","-","-0.164"
"2022/04/27","05:00","-0.332","-","-0.222"
"2022/04/27","06:00","-0.298","-","-0.204"
"2022/04/27","07:00","-0.196","-","-0.092"
"2022/04/27","08:00","-0.063","-","0.066"
"2022/04/27","09:00","0.087","-","0.21"
"2022/04/27","10:00","0.227","-","0.337"
"2022/04/27","11:00","0.302","-","0.413"
"2022/04/27","12:00","0.275","-","0.401"
"2022/04/27","13:00","0.169","-","0.265"
"2022/04/27","14:00","0.032","-","0.106"
"2022/04/27","15:00","-0.112","-","-0.022"
"2022/04/27","16:00","-0.251","-","-0.152"
"2022/04/27","17:00","-0.343","-","-0.232"
"2022/04/27","18:00","-0.346","-","-0.236"
"2022/04/27","19:00","-0.267","-","-0.147"
"2022/04/27","20:00","-0.143","-","0.017"
"2022/04/27","21:00","0.006","-","0.161"
"2022/04/27","22:00","0.167","-","0.302"
"2022/04/27","23:00","0.291","-","0.418"
"2022/04/28","00:00","0.321","-","0.452"
"2022/04/28","01:00","0.253","-","0.385"
"2022/04/28","02:00","0.129","-","0.224"
"2022/04/28","03:00","-0.015","-","0.076"
"2022/04/28","04:00","-0.165","-","-0.062"
"2022/04/28","05:00","-0.289","-","-0.164"
"2022/04/28","06:00","-0.336","-","-0.205"
"2022/04/28","07:00","-0.288","-","-0.165"
"2022/04/28","08:00","-0.176","-","-0.036"
"2022/04/28","09:00","-0.035","-","0.121"
"2022/04/28","10:00","0.122","-","0.252"
"2022/04/28","11:00","0.259","-","0.365"
"2022/04/28","12:00","0.316","-","0.417"
"2022/04/28","13:00","0.265","-","0.374"
"2022/04/28","14:00","0.14","-","0.219"
"2022/04/28","15:00","-0.008","-","0.063"
"2022/04/28","16:00","-0.16","-","-0.074"
"2022/04/28","17:00","-0.297","-","-0.191"
"2022/04/28","18:00","-0.375","-","-0.259"
"2022/04/28","19:00","-0.359","-","-0.241"
"2022/04/28","20:00","-0.262","-","-0.118"
"2022/04/28","21:00","-0.122","-","0.059"
"2022/04/28","22:00","0.043","-","0.206"
"2022/04/28","23:00","0.211","-","0.333"
"2022/04/29","00:00","0.326","-","0.427"
"2022/04/29","01:00","0.335","-","0.446"
"2022/04/29","02:00","0.245","-","0.366"
"2022/04/29","03:00","0.108","-","0.178"
"2022/04/29","04:00","-0.044","-","0.039"
"2022/04/29","05:00","-0.194","-","-0.091"
"2022/04/29","06:00","-0.306","-","-0.186"
"2022/04/29","07:00","-0.333","-","-0.205"
"2022/04/29","08:00","-0.265","-","-0.138"
"2022/04/29","09:00","-0.141","-","0.011"
"2022/04/29","10:00","0.008","-","0.16"
"2022/04/29","11:00","0.165","-","0.286"
"2022/04/29","12:00","0.287","-","0.394"
"2022/04/29","13:00","0.316","-","0.43"
"2022/04/29","14:00","0.236","-","0.355"
"2022/04/29","15:00","0.093","-","0.184"
"2022/04/29","16:00","-0.062","-","0.028"
"2022/04/29","17:00","-0.213","-","-0.115"
"2022/04/29","18:00","-0.339","-","-0.226"
"2022/04/29","19:00","-0.394","-","-0.271"
"2022/04/29","20:00","-0.352","-","-0.23"
"2022/04/29","21:00","-0.234","-","-0.094"
"2022/04/29","22:00","-0.079","-","0.092"
"2022/04/29","23:00","0.095","-","0.238"
"2022/04/30","00:00","0.259","-","0.367"
"2022/04/30","01:00","0.351","-","0.461"
"2022/04/30","02:00","0.33","-","0.462"
"2022/04/30","03:00","0.217","-","0.314"
"2022/04/30","04:00","0.068","-","0.144"
"2022/04/30","05:00","-0.084","-","0.002"
"2022/04/30","06:00","-0.225","-","-0.12"
"2022/04/30","07:00","-0.317","-","-0.186"
"2022/04/30","08:00","-0.317","-","-0.184"
"2022/04/30","09:00","-0.228","-","-0.087"
"2022/04/30","10:00","-0.092","-","0.065"
"2022/04/30","11:00","0.06","-","0.204"
"2022/04/30","12:00","0.208","-","0.318"
"2022/04/30","13:00","0.305","-","0.408"
"2022/04/30","14:00","0.298","-","0.389"
"2022/04/30","15:00","0.189","-","0.256"
"2022/04/30","16:00","0.033","-","0.089"
"2022/04/30","17:00","-0.122","-","-0.059"
"2022/04/30","18:00","-0.263","-","-0.201"
"2022/04/30","19:00","-0.369","-","-0.288"
"2022/04/30","20:00","-0.395","-","-0.32"
"2022/04/30","21:00","-0.324","-","-0.244"
"2022/04/30","22:00","-0.187","-","-0.086"
"2022/04/30","23:00","-0.021","-","0.083"
"2022/05/01","00:00","0.152","-","0.23"
"2022/05/01","01:00","0.298","-","0.365"
"2022/05/01","02:00","0.358","-","0.434"
"2022/05/01","03:00","0.303","-","0.401"
"2022/05/01","04:00","0.17","-","0.265"
"2022/05/01","05:00","0.017","-","0.082"
"2022/05/01","06:00","-0.128","-","-0.053"
"2022/05/01","07:00","-0.252","-","-0.163"
"2022/05/01","08:00","-0.316","-","-0.203"
"2022/05/01","09:00","-0.286","-","-0.153"
"2022/05/01","10:00","-0.177","-","-0.038"
"2022/05/01","11:00","-0.035","-","0.113"
"2022/05/01","12:00","0.112","-","0.245"
"2022/05/01","13:00","0.241","-","0.358"
"2022/05/01","14:00","0.305","-","0.423"
"2022/05/01","15:00","0.26","-","0.36"
"2022/05/01","16:00","0.127","-","0.203"
"2022/05/01","17:00","-0.034","-","0.05"
"2022/05/01","18:00","-0.18","-","-0.091"
"2022/05/01","19:00","-0.303","-","-0.21"
"2022/05/01","20:00","-0.381","-","-0.279"
"2022/05/01","21:00","-0.375","-","-0.26"
"2022/05/01","22:00","-0.277","-","-0.157"
"2022/05/01","23:00","-0.126","-","0.014"
"2022/05/02","00:00","0.041","-","0.179"
"2022/05/02","01:00","0.203","-","0.337"
"2022/05/02","02:00","0.322","-","0.447"
"2022/05/02","03:00","0.343","-","0.479"
"2022/05/02","04:00","0.256","-","0.38"
"2022/05/02","05:00","0.111","-","0.215"
"2022/05/02","06:00","-0.036","-","0.066"
"2022/05/02","07:00","-0.166","-","-0.057"
"2022/05/02","08:00","-0.266","-","-0.144"
"2022/05/02","09:00","-0.299","-","-0.166"
"2022/05/02","10:00","-0.241","-","-0.112"
"2022/05/02","11:00","-0.117","-","0.022"
"2022/05/02","12:00","0.024","-","0.166"
"2022/05/02","13:00","0.157","-","0.269"
"2022/05/02","14:00","0.259","-","0.354"
"2022/05/02","15:00","0.286","-","0.383"
"2022/05/02","16:00","0.207","-","0.272"
"2022/05/02","17:00","0.058","-","0.118"
"2022/05/02","18:00","-0.097","-","-0.023"
"2022/05/02","19:00","-0.226","-","-0.14"
"2022/05/02","20:00","-0.326","-","-0.24"
"2022/05/02","21:00","-0.375","-","-0.26"
"2022/05/02","22:00","-0.338","-","-0.218"
"2022/05/02","23:00","-0.219","-","-0.093"
"2022/05/03","00:00","-0.061","-","0.06"
"2022/05/03","01:00","0.098","-","0.206"
"2022/05/03","02:00","0.239","-","0.346"
"2022/05/03","03:00","0.324","-","0.426"
"2022/05/03","04:00","0.308","-","0.423"
"2022/05/03","05:00","0.196","-","0.301"
"2022/05/03","06:00","0.049","-","0.14"
"2022/05/03","07:00","-0.084","-","0.009"
"2022/05/03","08:00","-0.193","-","-0.102"
"2022/05/03","09:00","-0.266","-","-0.156"
"2022/05/03","10:00","-0.268","-","-0.14"
"2022/05/03","11:00","-0.186","-","-0.057"
"2022/05/03","12:00","-0.056","-","0.066"
"2022/05/03","13:00","0.076","-","0.186"
"2022/05/03","14:00","0.188","-","0.276"
"2022/05/03","15:00","0.26","-","0.341"
"2022/05/03","16:00","0.25","-","0.32"
"2022/05/03","17:00","0.146","-","0.19"
"2022/05/03","18:00","-0.008","-","0.041"
"2022/05/03","19:00","-0.149","-","-0.084"
"2022/05/03","20:00","-0.256","-","-0.204"
"2022/05/03","21:00","-0.332","-","-0.272"
"2022/05/03","22:00","-0.353","-","-0.278"
"2022/05/03","23:00","-0.289","-","-0.204"
"2022/05/04","00:00","-0.156","-","-0.052"
"2022/05/04","01:00","-0.002","-","0.088"
"2022/05/04","02:00","0.141","-","0.219"
"2022/05/04","03:00","0.256","-","0.322"
"2022/05/04","04:00","0.306","-","0.38"
"2022/05/04","05:00","0.259","-","0.323"
"2022/05/04","06:00","0.134","-","0.174"
"2022/05/04","07:00","-0.006","-","0.049"
"2022/05/04","08:00","-0.12","-","-0.076"
"2022/05/04","09:00","-0.206","-","-0.156"
"2022/05/04","10:00","-0.252","-","-0.183"
"2022/05/04","11:00","-0.228","-","-0.151"
"2022/05/04","12:00","-0.13","-","-0.053"
"2022/05/04","13:00","-0.001","-","0.061"
"2022/05/04","14:00","0.115","-","0.15"
"2022/05/04","15:00","0.203","-","0.245"
"2022/05/04","16:00","0.244","-","0.288"
"2022/05/04","17:00","0.205","-","0.242"
"2022/05/04","18:00","0.085","-","0.108"
"2022/05/04","19:00","-0.063","-","-0.017"
"2022/05/04","20:00","-0.184","-","-0.117"
"2022/05/04","21:00","-0.27","-","-0.211"
"2022/05/04","22:00","-0.323","-","-0.252"
"2022/05/04","23:00","-0.319","-","-0.215"
"2022/05/05","00:00","-0.236","-","-0.136"
"2022/05/05","01:00","-0.098","-","-0.001"
"2022/05/05","02:00","0.045","-","0.062"
"2022/05/05","03:00","0.167","-","0.232"
"2022/05/05","04:00","0.255","-","0.327"
"2022/05/05","05:00","0.275","-","0.331"
"2022/05/05","06:00","0.205","-","0.246"
"2022/05/05","07:00","0.076","-","0.108"
"2022/05/05","08:00","-0.049","-","0"
"2022/05/05","09:00","-0.142","-","-0.09"
"2022/05/05","10:00","-0.206","-","-0.145"
"2022/05/05","11:00","-0.23","-","-0.151"
"2022/05/05","12:00","-0.185","-","-0.095"
"2022/05/05","13:00","-0.079","-","0.009"
"2022/05/05","14:00","0.041","-","0.11"
"2022/05/05","15:00","0.137","-","0.199"
"2022/05/05","16:00","0.201","-","0.265"
"2022/05/05","17:00","0.218","-","0.295"
"2022/05/05","18:00","0.158","-","0.235"
"2022/05/05","19:00","0.033","-","0.105"
"2022/05/05","20:00","-0.102","-","-0.011"
"2022/05/05","21:00","-0.203","-","-0.132"
"2022/05/05","22:00","-0.269","-","-0.202"
"2022/05/05","23:00","-0.304","-","-0.23"
"2022/05/06","00:00","-0.281","-","-0.182"
"2022/05/06","01:00","-0.185","-","-0.059"
"2022/05/06","02:00","-0.05","-","0.064"
"2022/05/06","03:00","0.078","-","0.168"
"2022/05/06","04:00","0.179","-","0.284"
"2022/05/06","05:00","0.243","-","0.344"
"2022/05/06","06:00","0.24","-","0.321"
"2022/05/06","07:00","0.156","-","0.226"
"2022/05/06","08:00","0.031","-","0.104"
"2022/05/06","09:00","-0.078","-","0.006"
"2022/05/06","10:00","-0.152","-","-0.076"
"2022/05/06","11:00","-0.2","-","-0.117"
"2022/05/06","12:00","-0.206","-","-0.103"
"2022/05/06","13:00","-0.148","-","-0.031"
"2022/05/06","14:00","-0.04","-","0.069"
"2022/05/06","15:00","0.067","-","0.159"
"2022/05/06","16:00","0.145","-","0.246"
"2022/05/06","17:00","0.19","-","0.294"
"2022/05/06","18:00","0.189","-","0.281"
"2022/05/06","19:00","0.118","-","0.196"
"2022/05/06","20:00","-0.005","-","0.096"
"2022/05/06","21:00","-0.124","-","0.003"
"2022/05/06","22:00","-0.207","-","-0.098"
"2022/05/06","23:00","-0.26","-","-0.132"
"2022/05/07","00:00","-0.283","-","-0.141"
"2022/05/07","01:00","-0.246","-","-0.076"
"2022/05/07","02:00","-0.143","-","0.035"
"2022/05/07","03:00","-0.015","-","0.152"
"2022/05/07","04:00","0.097","-","0.252"
"2022/05/07","05:00","0.18","-","0.342"
"2022/05/07","06:00","0.226","-","0.387"
"2022/05/07","07:00","0.207","-","0.342"
"2022/05/07","08:00","0.116","-","0.24"
"2022/05/07","09:00","-0.001","-","0.139"
"2022/05/07","10:00","-0.095","-","0.042"
"2022/05/07","11:00","-0.157","-","-0.026"
"2022/05/07","12:00","-0.194","-","-0.076"
"2022/05/07","13:00","-0.189","-","-0.043"
"2022/05/07","14:00","-0.121","-","0.03"
"2022/05/07","15:00","-0.016","-","0.142"
"2022/05/07","16:00","0.078","-","0.219"
"2022/05/07","17:00","0.142","-","0.318"
"2022/05/07","18:00","0.177","-","0.395"
"2022/05/07","19:00","0.167","-","0.301"
"2022/05/07","20:00","0.092","-","0.224"
"2022/05/07","21:00","-0.025","-","0.121"
"2022/05/07","22:00","-0.131","-","0.012"
"2022/05/07","23:00","-0.203","-","-0.069"
"2022/05/08","00:00","-0.249","-","-0.117"
"2022/05/08","01:00","-0.264","-","-0.103"
"2022/05/08","02:00","-0.217","-","-0.065"
"2022/05/08","03:00","-0.112","-","0.037"
"2022/05/08","04:00","0.009","-","0.155"
"2022/05/08","05:00","0.108","-","0.269"
"2022/05/08","06:00","0.179","-","0.359"
"2022/05/08","07:00","0.214","-","0.41"
"2022/05/08","08:00","0.184","-","0.353"
"2022/05/08","09:00","0.089","-","0.247"
"2022/05/08","10:00","-0.023","-","0.145"
"2022/05/08","11:00","-0.108","-","0.052"
"2022/05/08","12:00","-0.164","-","-0.012"
"2022/05/08","13:00","-0.196","-","-0.041"
"2022/05/08","14:00","-0.183","-","-0.005"
"2022/05/08","15:00","-0.109","-","0.073"
"2022/05/08","16:00","-0.006","-","0.169"
"2022/05/08","17:00","0.08","-","0.252"
"2022/05/08","18:00","0.138","-","0.349"
"2022/05/08","19:00","0.171","-","0.371"
"2022/05/08","20:00","0.158","-","0.349"
"2022/05/08","21:00","0.082","-","0.263"
"2022/05/08","22:00","-0.03","-","0.163"
"2022/05/08","23:00","-0.129","-","0.075"
"2022/05/09","00:00","-0.197","-","-0.016"
"2022/05/09","01:00","-0.243","-","-0.056"
"2022/05/09","02:00","-0.252","-","-0.054"
"2022/05/09","03:00","-0.198","-","0.008"
"2022/05/09","04:00","-0.09","-","0.113"
"2022/05/09","05:00","0.025","-","0.221"
"2022/05/09","06:00","0.116","-","0.317"
"2022/05/09","07:00","0.182","-","0.384"
"2022/05/09","08:00","0.21","-","0.4"
"2022/05/09","09:00","0.171","-","0.358"
"2022/05/09","10:00","0.071","-","0.277"
"2022/05/09","11:00","-0.04","-","0.173"
"2022/05/09","12:00","-0.123","-","0.082"
"2022/05/09","13:00","-0.181","-","0.015"
"2022/05/09","14:00","-0.211","-","-0.009"
"2022/05/09","15:00","-0.19","-","0.028"
"2022/05/09","16:00","-0.109","-","0.105"
"2022/05/09","17:00","-0.005","-","0.197"
"2022/05/09","18:00","0.08","-","0.287"
"2022/05/09","19:00","0.141","-","0.369"
"2022/05/09","20:00","0.179","-","0.407"
"2022/05/09","21:00","0.166","-","0.398"
"2022/05/09","22:00","0.087","-","0.334"
"2022/05/09","23:00","-0.025","-","0.229"
"2022/05/10","00:00","-0.124","-","0.134"
"2022/05/10","01:00","-0.195","-","0.049"
"2022/05/10","02:00","-0.244","-","0.007"
"2022/05/10","03:00","-0.249","-","0.04"
"2022/05/10","04:00","-0.187","-","0.123"
"2022/05/10","05:00","-0.075","-","0.239"
"2022/05/10","06:00","0.038","-","0.333"
"2022/05/10","07:00","0.128","-","0.432"
"2022/05/10","08:00","0.194","-","0.49"
"2022/05/10","09:00","0.216","-","0.498"
"2022/05/10","10:00","0.166","-","0.453"
"2022/05/10","11:00","0.056","-","0.349"
"2022/05/10","12:00","-0.06","-","0.244"
"2022/05/10","13:00","-0.149","-","0.152"
"2022/05/10","14:00","-0.211","-","0.068"
"2022/05/10","15:00","-0.24","-","0.047"
"2022/05/10","16:00","-0.209","-","0.081"
"2022/05/10","17:00","-0.117","-","0.168"
"2022/05/10","18:00","-0.007","-","0.266"
"2022/05/10","19:00","0.086","-","0.357"
"2022/05/10","20:00","0.158","-","0.445"
"2022/05/10","21:00","0.203","-","0.487"
"2022/05/10","22:00","0.189","-","0.477"
"2022/05/10","23:00","0.103","-","0.401"
"2022/05/11","00:00","-0.017","-","0.282"
"2022/05/11","01:00","-0.123","-","0.17"
"2022/05/11","02:00","-0.202","-","0.076"
"2022/05/11","03:00","-0.255","-","0.029"
"2022/05/11","04:00","-0.254","-","0.062"
"2022/05/11","05:00","-0.181","-","0.15"
"2022/05/11","06:00","-0.062","-","0.266"
"2022/05/11","07:00","0.055","-","0.358"
"2022/05/11","08:00","0.148","-","0.464"
"2022/05/11","09:00","0.216","-","0.527"
"2022/05/11","10:00","0.23","-","0.528"
"2022/05/11","11:00","0.164","-","0.48"
"2022/05/11","12:00","0.039","-","0.358"
"2022/05/11","13:00","-0.089","-","0.245"
"2022/05/11","14:00","-0.187","-","0.142"
"2022/05/11","15:00","-0.255","-","0.074"
"2022/05/11","16:00","-0.28","-","0.07"
"2022/05/11","17:00","-0.234","-","0.105"
"2022/05/11","18:00","-0.127","-","0.224"
"2022/05/11","19:00","-0.004","-","0.324"
"2022/05/11","20:00","0.103","-","0.444"
"2022/05/11","21:00","0.19","-","0.547"
"2022/05/11","22:00","0.242","-","0.591"
"2022/05/11","23:00","0.222","-","0.581"
"2022/05/12","00:00","0.121","-","0.508"
"2022/05/12","01:00","-0.012","-","0.388"
"2022/05/12","02:00","-0.129","-","0.262"
"2022/05/12","03:00","-0.218","-","0.169"
"2022/05/12","04:00","-0.273","-","0.117"
"2022/05/12","05:00","-0.263","-","0.15"
"2022/05/12","06:00","-0.175","-","0.237"
"2022/05/12","07:00","-0.046","-","0.372"
"2022/05/12","08:00","0.078","-","0.499"
"2022/05/12","09:00","0.178","-","0.615"
"2022/05/12","10:00","0.246","-","0.7"
"2022/05/12","11:00","0.247","-","0.704"
"2022/05/12","12:00","0.159","-","0.611"
"2022/05/12","13:00","0.013","-","0.469"
"2022/05/12","14:00","-0.129","-","0.345"
"2022/05/12","15:00","-0.237","-","0.229"
"2022/05/12","16:00","-0.308","-","0.155"
"2022/05/12","17:00","-0.324","-","0.145"
"2022/05/12","18:00","-0.26","-","0.223"
"2022/05/12","19:00","-0.133","-","0.355"
"2022/05/12","20:00","0.008","-","0.484"
"2022/05/12","21:00","0.133","-","0.633"
"2022/05/12","22:00","0.236","-","0.751"
"2022/05/12","23:00","0.29","-","0.793"
"2022/05/13","00:00","0.255","-","0.76"
"2022/05/13","01:00","0.135","-","0.616"
"2022/05/13","02:00","-0.015","-","0.468"
"2022/05/13","03:00","-0.145","-","0.33"
"2022/05/13","04:00","-0.242","-","0.212"
"2022/05/13","05:00","-0.294","-","0.159"
"2022/05/13","06:00","-0.27","-","0.196"
"2022/05/13","07:00","-0.166","-","0.305"
"2022/05/13","08:00","-0.024","-","0.446"
"2022/05/13","09:00","0.109","-","0.572"
"2022/05/13","10:00","0.215","-","0.699"
"2022/05/13","11:00","0.279","-","0.759"
"2022/05/13","12:00","0.261","-","0.711"
"2022/05/13","13:00","0.146","-","0.576"
"2022/05/13","14:00","-0.022","-","0.422"
"2022/05/13","15:00","-0.179","-","0.267"
"2022/05/13","16:00","-0.294","-","0.128"
"2022/05/13","17:00","-0.364","-","0.042"
"2022/05/13","18:00","-0.366","-","0.047"
"2022/05/13","19:00","-0.28","-","0.145"
"2022/05/13","20:00","-0.131","-","0.31"
"2022/05/13","21:00","0.03","-","0.46"
"2022/05/13","22:00","0.174","-","0.597"
"2022/05/13","23:00","0.288","-","0.724"
"2022/05/14","00:00","0.336","-","0.772"
"2022/05/14","01:00","0.281","-","0.704"
"2022/05/14","02:00","0.137","-","0.53"
"2022/05/14","03:00","-0.028","-","0.365"
"2022/05/14","04:00","-0.168","-","0.212"
"2022/05/14","05:00","-0.269","-","0.094"
"2022/05/14","06:00","-0.313","-","0.055"
"2022/05/14","07:00","-0.272","-","0.121"
"2022/05/14","08:00","-0.15","-","0.261"
"2022/05/14","09:00","0.005","-","0.456"
"2022/05/14","10:00","0.146","-","0.54"
"2022/05/14","11:00","0.255","-","0.659"
"2022/05/14","12:00","0.309","-","0.714"
"2022/05/14","13:00","0.267","-","0.649"
"2022/05/14","14:00","0.123","-","0.465"
"2022/05/14","15:00","-0.065","-","0.3"
"2022/05/14","16:00","-0.231","-","0.135"
"2022/05/14","17:00","-0.35","-","-0.006"
"2022/05/14","18:00","-0.415","-","-0.079"
"2022/05/14","19:00","-0.399","-","-0.059"
"2022/05/14","20:00","-0.289","-","0.054"
"2022/05/14","21:00","-0.118","-","0.258"
"2022/05/14","22:00","0.061","-","0.431"
"2022/05/14","23:00","0.219","-","0.588"
"2022/05/15","00:00","0.337","-","0.725"
"2022/05/15","01:00","0.372","-","0.763"
"2022/05/15","02:00","0.292","-","0.63"
"2022/05/15","03:00","0.127","-","0.454"
"2022/05/15","04:00","-0.051","-","0.292"
"2022/05/15","05:00","-0.195","-","0.14"
"2022/05/15","06:00","-0.294","-","0.033"
"2022/05/15","07:00","-0.327","-","0.007"
"2022/05/15","08:00","-0.266","-","0.075"
"2022/05/15","09:00","-0.126","-","0.24"
"2022/05/15","10:00","0.039","-","0.399"
"2022/05/15","11:00","0.185","-","0.538"
"2022/05/15","12:00","0.292","-","0.641"
"2022/05/15","13:00","0.331","-","0.688"
"2022/05/15","14:00","0.261","-","0.595"
"2022/05/15","15:00","0.091","-","0.395"
"2022/05/15","16:00","-0.111","-","0.225"
"2022/05/15","17:00","-0.28","-","0.047"
"2022/05/15","18:00","-0.397","-","-0.089"
"2022/05/15","19:00","-0.453","-","-0.152"
"2022/05/15","20:00","-0.418","-","-0.099"
"2022/05/15","21:00","-0.286","-","0.043"
"2022/05/15","22:00","-0.097","-","0.261"
"2022/05/15","23:00","0.095","-","0.433"
"2022/05/16","00:00","0.261","-","0.603"
"2022/05/16","01:00","0.375","-","0.742"
"2022/05/16","02:00","0.391","-","0.765"
"2022/05/16","03:00","0.286","-","0.613"
"2022/05/16","04:00","0.105","-","0.416"
"2022/05/16","05:00","-0.077","-","0.23"
"2022/05/16","06:00","-0.22","-","0.07"
"2022/05/16","07:00","-0.312","-","-0.031"
"2022/05/16","08:00","-0.331","-","-0.045"
"2022/05/16","09:00","-0.252","-","0.057"
"2022/05/16","10:00","-0.098","-","0.233"
"2022/05/16","11:00","0.074","-","0.401"
"2022/05/16","12:00","0.22","-","0.539"
"2022/05/16","13:00","0.32","-","0.66"
"2022/05/16","14:00","0.339","-","0.691"
"2022/05/16","15:00","0.244","-","0.558"
"2022/05/16","16:00","0.056","-","0.355"
"2022/05/16","17:00","-0.151","-","0.164"
"2022/05/16","18:00","-0.317","-","-0.009"
"2022/05/16","19:00","-0.429","-","-0.132"
"2022/05/16","20:00","-0.473","-","-0.176"
"2022/05/16","21:00","-0.421","-","-0.125"
"2022/05/16","22:00","-0.272","-","0.041"
"2022/05/16","23:00","-0.071","-","0.254"
"2022/05/17","00:00","0.126","-","0.462"
"2022/05/17","01:00","0.292","-","0.632"
"2022/05/17","02:00","0.395","-","0.745"
"2022/05/17","03:00","0.39","-","0.738"
"2022/05/17","04:00","0.264","-","0.562"
"2022/05/17","05:00","0.076","-","0.35"
"2022/05/17","06:00","-0.103","-","0.175"
"2022/05/17","07:00","-0.238","-","0.016"
"2022/05/17","08:00","-0.321","-","-0.075"
"2022/05/17","09:00","-0.325","-","-0.063"
"2022/05/17","10:00","-0.231","-","0.048"
"2022/05/17","11:00","-0.069","-","0.219"
"2022/05/17","12:00","0.103","-","0.37"
"2022/05/17","13:00","0.245","-","0.528"
"2022/05/17","14:00","0.334","-","0.636"
"2022/05/17","15:00","0.335","-","0.633"
"2022/05/17","16:00","0.22","-","0.472"
"2022/05/17","17:00","0.023","-","0.254"
"2022/05/17","18:00","-0.179","-","0.076"
"2022/05/17","19:00","-0.336","-","-0.094"
"2022/05/17","20:00","-0.44","-","-0.21"
"2022/05/17","21:00","-0.475","-","-0.253"
"2022/05/17","22:00","-0.41","-","-0.187"
"2022/05/17","23:00","-0.249","-","-0.01"
"2022/05/18","00:00","-0.046","-","0.196"
"2022/05/18","01:00","0.149","-","0.376"
"2022/05/18","02:00","0.308","-","0.549"
"2022/05/18","03:00","0.397","-","0.652"
"2022/05/18","04:00","0.371","-","0.611"
"2022/05/18","05:00","0.233","-","0.429"
"2022/05/18","06:00","0.046","-","0.237"
"2022/05/18","07:00","-0.122","-","0.063"
"2022/05/18","08:00","-0.247","-","-0.081"
"2022/05/18","09:00","-0.321","-","-0.15"
"2022/05/18","10:00","-0.313","-","-0.124"
"2022/05/18","11:00","-0.209","-","-0.015"
"2022/05/18","12:00","-0.045","-","0.162"
"2022/05/18","13:00","0.121","-","0.325"
"2022/05/18","14:00","0.254","-","0.466"
"2022/05/18","15:00","0.332","-","0.557"
"2022/05/18","16:00","0.318","-","0.541"
"2022/05/18","17:00","0.192","-","0.376"
"2022/05/18","18:00","-0.002","-","0.18"
"2022/05/18","19:00","-0.19","-","0.017"
"2022/05/18","20:00","-0.336","-","-0.152"
"2022/05/18","21:00","-0.433","-","-0.257"
"2022/05/18","22:00","-0.46","-","-0.277"
"2022/05/18","23:00","-0.387","-","-0.187"
"2022/05/19","00:00","-0.224","-","-0.004"
"2022/05/19","01:00","-0.025","-","0.191"
"2022/05/19","02:00","0.16","-","0.372"
"2022/05/19","03:00","0.308","-","0.509"
"2022/05/19","04:00","0.381","-","0.598"
"2022/05/19","05:00","0.341","-","0.544"
"2022/05/19","06:00","0.199","-","0.357"
"2022/05/19","07:00","0.022","-","0.175"
"2022/05/19","08:00","-0.131","-","0.026"
"2022/05/19","09:00","-0.247","-","-0.099"
"2022/05/19","10:00","-0.314","-","-0.159"
"2022/05/19","11:00","-0.299","-","-0.118"
"2022/05/19","12:00","-0.191","-","-0.005"
"2022/05/19","13:00","-0.031","-","0.165"
"2022/05/19","14:00","0.124","-","0.31"
"2022/05/19","15:00","0.248","-","0.445"
